sha256,family,file_type
ec141b4e1d603702f50d323d382bca4060950d8a4b5034a064096ff4f00fcdb2,CoinMiner,elf
abe6031483b952c9d6421011b0002e68d5b46608ec304b271ee06f814a446017,CoinMiner,elf
adb6d88c2cc0205310fabcd7356b14e671bf24f3863238c9c4968bf6cadff0c8,CoinMiner,elf
f01c31579d0f88b839d63966dad25b32a9f3189a636e0bf92da9fc987597d07d,CoinMiner,elf
a72cb33e43ae72204508cb79b97c8c194efdcfe56e1b56bec3eaf9af0d899b0e,CoinMiner,elf
4225c73c7a0f0cc9512662bff169b8a772044bc7f7a72b1b0e241f946af7f60a,CoinMiner,elf
8c869f9982c38d7f0cbfc5ddb1e489d3a8c94ed0cb19b8d9af27e329dd6a61ad,CoinMiner,elf
251037ceebfbacd419b663ebcf0e01ec80a2c46dbfc85f66492c8585b481fb8c,Emotet,exe
c7bbc23fcf86f5397b98f79d10511dbd3aa7df2ef8f8eb73e2c08164c8521d50,Emotet,dll
5726b610b8df672e55f1368d32327b9c93fbe4734c3ded8307a4b4d3b927b9b1,Emotet,exe
c60d7f885f481f6e8194f01551640da1e45e493c90edebeecfa0deb7a89b838a,Mirai,elf
741aca19031424a134aed496b600b549c8b0852b020b805f8ed814533d433e53,Emotet,exe
18feb21998dca47116dafc1a73d1873514c23f4d120c8f98282d690c2c061c5f,Mirai,elf
08b40c951747b139fafb060bde6c9eebcce49d0502496367edc192679d0ec790,Mirai,elf
927ba539c524f8b7d6adef353d403730c6b3c3d9c5b949723b55d79a3b898543,Emotet,exe
f5c35c91c3890f1f1d3886dfcb6f878d2be57ecc4485542e4a5c92188488452f,Mirai,elf
591d32aeae0554f744df8843727e794d33495ff0a4b90a9f7861ab526988ded7,Emotet,exe
a1913214f517254c854ebc0ca8aaac737d89a633fed786c83d2b9f6bb8b7f398,Mirai,elf
a0a88574ece61c4b43691f3136d01a691436f875482bc3989af0d782847508ab,Mirai,elf
f10052e10c319749ccd6aead272df3e831e4d4224a32ac589e1a577db38e2b70,Emotet,exe
f000c9c9af23d705e397a04afea2cb9be350b4d756f0d392ddff5b63755c6bc8,Mirai,elf
ef246ba750950b98b7b42d1251a6b0846457d2ecf656b495e82baf09911ddafd,Emotet,exe
5b1cd0bd500ca70ae871d015ea1c11b0720056a9da86b023a06024ccd6265543,Mirai,elf
6b5feef2f1ca3e77a5b1f8e066ebe820e829793d3c4b8c68525265bfe6fc888c,Mirai,elf
73a95aed2041bf4be2997d939858fb4c10cc3afcaafeb8bc84d0b420e2e05633,Mirai,elf
5d4ad6640ec2846c1dfb439108cfad160beb850a541ec00980c20fc36e0944dc,Emotet,exe
540dfbef1bc65462cac88ad24a6d5cea867d9b392e9f8ae66c20ee49f4002793,Emotet,exe
bcb9b1d06d7e39ea21a7cdcae0f96c5ae4191565f2b1f6f72959e078cf3d2373,WannaCry,exe
9fdfcf7a50597fe85398f2a3520919f8c309f087c433a509ac0f730d363cf5ee,WannaCry,exe
9ee6705e84b232fa40fa8911064b68755615c4c8e26a1b9bb15b7e3fc91b646b,WannaCry,exe
64448ea4838e0ab0dcd9de260b0d09c7f9c4f6d6068e051c3f580cf4465fafed,WannaCry,exe
44843140f8287b29e8dff038249ded0aa74d6e64b26f764a9780be5fad2488d2,WannaCry,exe
6c4ff1e13fd9657078d5b55dbc5ed341ad1a0e674dfaf39d850b4823ca09b814,WannaCry,exe
a34a0ab1fefe807b508c1eefbc6c092fbdb00ee47b2e9473b8d30c7b7333d5b6,WannaCry,exe
abf48b77091e81dfe1c0528bbfbf48cf3f551ac269b32e8e667449657cbe4697,WannaCry,exe
85df30c96a7e810c3711456eb2979e12fcd0a8bef49d9a5a01d1aadfb903b663,WannaCry,exe
fc7a60c88a82b47f9590bb64fb48ed57cf8f52908f5b55a8af83def45647856d,WannaCry,exe
818a48e399389a23fc73994dc4331314374a7097fe831b4ee617b9315487d804,TrickBot,exe
068af8016c36fce5cf1e1a4722c1dc0d6e02cb6ed58b61c2ba99a54d294cc274,TrickBot,exe
046ea30e67d2a06b83db596a087b9e62bd23de95e76aefb6deb3c9348c546c48,TrickBot,dll
33522ec6cd83ae54e6602d1e85de8e01090fe1c134fa33f12f0aaec54dd588b5,Formbook,exe
b710e94d81dab6603ad14a45ee82926305bfb35f848d9108d4fc31eaf5161707,Formbook,exe
69642cd14966d9ab7e824fa28c3f06b00c18a3d6de683d3754e41b5424d4f750,Formbook,exe
c5c2c8515c39bb0752d0e4064af465978b8cbb12a762b0c2411297262c4230e4,Formbook,exe
93696af402e19dfc858f5867e56e9dd5ddfa4f88df05bbb68cb482ca2c21a79b,NanoCore,exe
1b0929f74cbccc7bc9a4aca3f67bf0341dd05c4c15f70ed52a959e0d57c07e7c,NanoCore,exe
e67f88dbde61e4843243121ec1ae31b9f6b067bb7d2e6b947d8c90f6d670179c,NanoCore,exe
752faadcef0c8a53370583cddec408b88b0922655e260d424763ce00f08b91d4,NanoCore,exe
7e0de4a54fd3e5c74bd4cccebe26d3e7b141e493edf4a2df59b9ff6e228999e3,NanoCore,exe
10e23ac0190ab98cc4f6c851045279038a54dbaa1d30ae0ac6fa16543f7c0d1d,NanoCore,exe
ca4f1656aba1663031fbe1e09d5b1e1ca6e2ce9ab984bedc8cf0a75ae37f7a01,NanoCore,exe
f75948dd2d03ba9ea853be45c0645b0c25b9e8109f7244e920a5c2569c67ce88,NanoCore,exe
43ce1771aedc955acea83777eef43569cf8ccd7bc9fdc03abcd223fbddab3769,NanoCore,exe
6920a822a55ba23f01bbd991875c21a6a7e4977bb4fd96f0b9b071e6be221d3a,NanoCore,exe
865983b972f9f13e6f555a15aa1831e936e347691b6704fbec8a7c77296f4d98,NanoCore,exe
64884e1854751ea6e8971e8de277d184ed50072926a1dea1e4df4caa00541bfb,NanoCore,exe
d337ba3b1ea0946b50973a01b66e2d9e26c6693109b6ac196a43ee6e20300e4b,NanoCore,exe
57221740ae61a5958921f73b0f14e2ee2d4af79629139f935ac828f325ce5786,NanoCore,exe
a41acf294032b38643e10298f66ef056bdcc41f02545f4e71ec20463450d9def,NanoCore,exe
6f0219fb619845864f18d8dbe093e323fe6bd9a314e10c5affe9549024029b70,NanoCore,exe
74bc14dbea1315b1d953c16382b3373233aa245b9b6ab5301a9f6943c0a67887,NanoCore,exe
2011c98d44911abf78217ecc29dadb6c1dcb28506ac4970a1937eee54ccc31af,NanoCore,exe
063697f8cbaedc2a31af56896c9c2f2ef23c1bc5f8d839aa2c304daf8f809926,NanoCore,exe
8e13eaba6888b0e7638c7d1adfb208e6c6f2aa9879a53e519aa1741a7d2eb546,NanoCore,exe
798138899fae930a2eb5d70aafd8ba622fd1674fec571e282e9c9589b39cffef,NanoCore,exe
b8431716195045f269fabd7d4e58fc37d24281a7bc0e4af3ce5424276add5792,NanoCore,exe
ce990051cbbec61b7e5fda012e29bc9776d0f298cc586c20ed13f949f34db37b,NanoCore,exe
2e16f46c063ff79af0b312364375706e98674b5869a4c9bb9f96a14b77277c5b,NanoCore,exe
c2c8ed567f9c65686c4f6599e9259bd31d2ad984c24cf17ad9ebd9d594dcb0ba,NanoCore,exe
ef0e9301403d58a4729aaa9cd81abf942b1c8a301a651b1512bc2b5d9e599303,NanoCore,exe
079009c21d829e6f75f22268cd6904c370f337da514a9a3ffd0ad22574a57772,NanoCore,exe
60df9a8efe346db5a354bfff4be34e6db8130ca84b6359b92e9125bc4ff05d4e,NanoCore,exe
1151e92ea0cf27378a52cac921ad761a65604500655fe7bedb00963e08fa98a9,NanoCore,exe
202dd2a2a83208c237fcc87f2a077792b8e66815ce36d1dcd9de32a5f3ebab5b,NanoCore,exe
80c1968fa91f2d3b7ba9e6351bc721ee1bd69d8bfb7884e6e3d189f971a0f763,NanoCore,exe
03cc05b4b99fd3e65d611943677109c0fd257d03b951d8398c28978ff71d4a6a,NanoCore,exe
2b2dae59b0a8be1636c89590c7d24359985c24816a5791d5a5c83036a29e431c,NanoCore,exe
c211109b368eebe5fadfc58540b8ae6c7a33d820a6e5ebf99bdf09fc7ed98d05,NanoCore,exe
068725e40de440d38d02f71aea88ec2d28276a98e62b2f5b2659d981c1c11798,NanoCore,exe
08342741445b3dc78de149eeb7bccaf5e5ea76d0223115c3113e6c73bc333eda,NanoCore,exe
28bfd88c31c2f4c05bde5507d64e7362a1b9bb7ca98fb681b00dd9d9f130ce27,NanoCore,exe
e0ae92bd6bb5e2a93c8add7b0368b83dae551c72239286607e2a3c2df54a8b7d,NanoCore,exe
7d7e966289ffed9e6b926987a1ee6503c2cf849fcea70e81ab6b46d2f32b358e,NanoCore,exe
daca3e60559b1aa57161573b0498de596866fb4eab3785a09fd6daf03bde2f84,NanoCore,exe
2b69579b89634572da0edd8f119d68ba091b466be5c2088a4b36dbb07ef10202,NanoCore,exe
aab80214da54b65baecac6b1e7cb7788850df3471f4ef5a0e4ab9a47e8ec217a,NanoCore,exe
b10c618e09dd6af4f8f61b52309d618c91fcf827c59d33e648fe2422223660f0,NanoCore,exe
612899ebb8b6febdf7a857917080a6bd2445c8cb4bea73c260b10e58e945d966,NanoCore,exe
98cebf241fcc629798821fcfda1e3d1797b66a3db13986dbfeaa2fffd2406ca0,NanoCore,exe
19914e5144ebeee0f12a9131e7a40507f34fdf56dd9c492761d186cb43fb9afe,NanoCore,exe
e88504f2b5ae3faedb4c1bcbee4b92ec6270294e015d47c1e5040c37dcf4213e,NanoCore,exe
24efe51c32a2017f5ad0aab43a2eb099eaf4379846f1b4e8a62093338ddae517,NanoCore,exe
e913c5f78dbe49989518ee50ee56cdb581a16a16b5ebb2ff567d526b238a0fc2,NanoCore,exe
ed5ae89423928afe713782205febe526b52cc7f54e314ee7e691ad575953f830,NanoCore,exe
59afd76ba4c60df30d59b1cd3db92f203040ed0d4e84279434bd702c919e9273,ValleyRAT,exe
c6ea91b2783f566fdc1992ee1a380f26d358bc4a9e25f9675494aed0d069f16d,ValleyRAT,exe
2ba4a96cbf7dcb0230d0ff939ae5f257fd915bd780dddfbf0ec262842224c402,ValleyRAT,dll
1510cc532b57e79000e7ce51b86809582f11300e118d4769d256c31de753dbad,ValleyRAT,exe
ca3586dbe56a8300f9e34ce92becc58e12f4612c3d48a324136c50115f1cb23c,ValleyRAT,exe
bb1cb60ff6eeb6009668354fe7af609a5495d1aa8998582f8e819dedce833930,ValleyRAT,exe
a58321399f8aa6098a602e0336e4e3e4910412fae67f35baacceb90cf93625bc,ValleyRAT,exe
1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,ValleyRAT,exe
8b2be6abdbb3062becc9c3b73c9148e06f623d0a3dc44df3775c05ee7355c5a0,ValleyRAT,exe
3f72211404ff5670355048653520db21461daab20f4b7e09aeb1fd987ae1b939,ValleyRAT,exe
a30f0643c7c07a9e014cc5de5d5cf9c03489b61660bd3783efb030f7c52dfe6a,ValleyRAT,exe
5665f5570d006c5d08e9dfac4dc1eef5960ea07c403ffca33e88da564eaa0c83,ValleyRAT,exe
3441e8dc5855680eecd7b9795d918ad23ec48a718a1a874979f2570751d4ce12,ValleyRAT,exe
48128cef70f3eece01c4a8177c32af49286020ea0f9f2677d55811011043b872,ValleyRAT,exe
d9d0358f38c29773be0f27e38f827b4985e025fcd422f7b15018ee6766b01efa,ValleyRAT,exe
1cd5cbbd5684b64e77269967ca56e58f8c520a3b4b30eef3b7fac31a6cd671d5,ValleyRAT,exe
bbfcc27dfcbdb84ba4394883089301d90e7ab9523e313f2133ee5bf5e4099ba2,ValleyRAT,exe
96e5117b89a7f3b20cea680ebd4fe453715f4022a2cdca394b5a2c23aabe2361,ValleyRAT,exe
ca473d07c0b673ed40ef1c5584a87606b6f67b0d37e71e3b43406acfd7a19ef9,ValleyRAT,exe
326bdadb9da3f7087d717412fb407f89fa2faf0df6d0b56307bc56b3ad8a9cf6,ValleyRAT,exe
2a97e8ffb5cfbbccd8e2c812fb6f86769ec014692f9bd598ad446c096630d577,ValleyRAT,exe
a1bebf922ec25ea218d165605716c37a5536b2b046fef5462b057594297db2ff,ValleyRAT,exe
0ecd4eed4e6933a51dbedfb4927b330135e0df7957e4e1eb6c6cee939a5bdec4,ValleyRAT,exe
e2faaa60c6b7dbfa1f677b72458378b30fa071c38cf375ba2fd55b89d4f85fd0,ValleyRAT,exe
1603899e2cbe71abad453b7c2735a294b93e23e4bedcb9e9f8e74b08b2564efb,ValleyRAT,exe
66c2a3817bf0639b0e39dbe75f906e5f9a571a4d63e454c6bd6cbf11243e5bcb,ValleyRAT,dll
4779855cc4b61d1a576f0a74f85098d6387c0bf0f1a48eebea229f975bee10a6,ValleyRAT,exe
743b0674221a41f64fc52cdb62dc0f9abfeff460ec6c5660ceb2279f7098a0d5,ValleyRAT,exe
200d9f5d041c870e69f73da32c753a69096742c33e2dab65299767ac31578267,ValleyRAT,exe
b37ebc9801fbd25c66d48bf254b94044c24952eaed80747bde1828d85a10f167,ValleyRAT,exe
5f63a3d786af6fe7edc91b6c9f2734eff3e0959302c2717f1268764ac13a89f0,ValleyRAT,exe
77e89f5a5e5d40bff8894fa36ab166e2ce699cfd4ad263f1db2e229764f53206,ValleyRAT,exe
82218c4065f73f6b07220b8dcb9185c0669f193ecfc3ee75fc8b36e72abfbdde,ValleyRAT,exe
9ab135ec9d97c65caacdc2cd1ac166b7f491d8ad0635b3bd595a244ca6af9795,ValleyRAT,exe
7e27deea413f5c390fd790423de9dc552a1e393187607485394044c4ddc85fdf,ValleyRAT,exe
2542cff54a238a232c25b23ae3fdec02ee6919c9070f2258b0ac6be2662b7a14,ValleyRAT,exe
dfd3f78b3313a33136b499ec4c74594376b83c9df882a410c95a6f41d42f41bb,ValleyRAT,exe
9b1250b299fdb88e3ba6b9b3084851b9bcaffdeb202a85b02d20cd9a761af21e,ValleyRAT,exe
5a870518ce64edd9ba7185b1e3686fdcd7a4a13df7ca4835e9a68ae0f41caf7c,ValleyRAT,exe
58fcc9dbca00abb5401e0e0c23dfe355db017ecbcff6a866ceb81ca444a86d76,ValleyRAT,exe
a7663397f98e1f860b03f8595b9652c7a9c5b2f107013a889b5c7d150b38d2b7,QuasarRAT,exe
2e6fbd142bd5622d2415adbb479d091d322e2f28e91ddc20e3f8b59a26b42a73,QuasarRAT,exe
86ad203b4dfcd43bdc93bea91e9fc01b613e4fa755fcf3b298e8d1e74e168009,QuasarRAT,exe
af4bf0887368a86ea9b3efc1c215c1e59c663de1288777b67246c4b641897bd3,QuasarRAT,exe
5903092322871269cb4c72fd4bc706a7d7c6a12c4422e92d7729cb082a6013f8,QuasarRAT,exe
1f2b22638ddb587f86f508aaffebc0f0eb1acdbcf783b92260e819d2be9cca2e,QuasarRAT,exe
822d5678d27c0da20502968808cfa63ac4e3fdb58620fadfd0c9f4ccfe3a6625,QuasarRAT,exe
91be91c391126d56488726e79c21e037fe31d0225ded2ab3647827a1caf4c466,QuasarRAT,exe
4cf1a43a06108184d1ce4fd1c2dac70cdb98fdfb168e0949f84ce88a1e437a00,QuasarRAT,exe
b6120aa7ee8cf2475648b7b8a287275e63e4a657b30694123ab8bf47463d5477,QuasarRAT,exe
d24d7f47e5310f6c677c87815b935eb02d8b3ddc18a03f431dbda8dde82ab100,QuasarRAT,exe
160c8b49da5574d0dca62e5e9393238b3bf1991662347aa29cea1325f5e7fc07,QuasarRAT,exe
591724c3ba6313d16d21196d60230ed5ff414a50cfc6392c8a0afac25c64947d,QuasarRAT,exe
efd1e9646641faebb9273e578cc09c0c87b6fef6164cb3e539a3750688a90bfe,QuasarRAT,exe
bbfb1b5542f73bfd598e587ccab52da52ff59ff120708900a0a15484deaa18fa,QuasarRAT,exe
4deebf56cf37840df28dcc8fbaaff10223300a0834f564aff2b89d3875abd900,QuasarRAT,exe
ba8d38575e15f2a8a3c819d3f2e189acdf9249c99240236c8be4f96d7284530d,QuasarRAT,exe
aadee5080f4b1f68d333c96fed75bf3d1fc2ccb72648c3f675d28ab1ceaa02f5,QuasarRAT,exe
77193b76e7142383c2fb8f4c92891fa8eb0dd0f50ed206532ebd0abb93da9bc9,QuasarRAT,exe
7458c325a91844ae1794fd54ffbeb33e8196123065f84e6174aea7a38a6dabb9,QuasarRAT,exe
730d9312762818104177fc76f9c9efd1a2207f294538001e441a8cbccbbcbf04,QuasarRAT,exe
62f608d61b28702ca4adadd574f3761c79860bd08da402e3129ab19176f7da9a,QuasarRAT,exe
1ba40977145dbff6f52243c28807e08847b5675f4e835bed557ed04ad37f40cd,QuasarRAT,exe
7cc18c8995f128cd34217627dd67041d6ba798bcaf277a38c9eec3ae8b5389c5,QuasarRAT,exe
0464caa1c45cb753db25a95a30ce0b6814650b6f839a07cf8c2afdc143de7216,QuasarRAT,exe
007c13a26d76a1281519960109bbf040ebdf5c497b00d4ffe0d0ac417cd8d33b,QuasarRAT,exe
00f1da323b1e36d3d24e3a06378dec95306971fdb7f1e1a760b079db39b96365,QuasarRAT,exe
1059c634050e3695bd7a7cf3c2fe3c0ed47ebd80d6e45d0a0c0a9dedabc2aa09,QuasarRAT,exe
a3b3c9e9c1c68df7a1902750cef695b9b5518f19c5ecbb8e3796f5b80468e361,QuasarRAT,exe
c65fd4c218ee4f11072c79af6e6663c9694cf746fae75641b6b75db0ce7d555c,QuasarRAT,exe
9ac1c1dba1be97cd28dd88c4c8b33a7cb08d7601157278e49433eb9b1c283cf0,QuasarRAT,exe
66d2c02801bc9d128092bbcf3cb4e176c6e4e13d994167b82591c61b39c86c90,QuasarRAT,exe
d5b11a1cb3ada393252b8961fb59295d5a7327bae27eb9fd0b8d1a7a186646b7,QuasarRAT,exe
0347df42837474af34bf984b151e6d34bc46c02082ce01a36296d384a1244e52,QuasarRAT,exe
0a47be7287819c40071eef9e3a88157647b9c79918f5975ff5ee27f7e0250abb,QuasarRAT,exe
23e04d32fec762b39dfadc746ee73f22ca83580f30aa8c69fec24afe79f87320,QuasarRAT,exe
b735ba784645811d1a8f965f7094c68465c8bbead033a5f9ef612f1bcfe9d454,QuasarRAT,exe
bb9ab94531de014f6561768f39cd059c630c5ce07828d124fd5150bcd70d5b90,QuasarRAT,exe
3c742975836a7071afbb7d23820029f89a48d99f79b85291658a710eb096f9b3,DCRat,exe
b6973c2ced99ff4ce53c7bb7b347bc891955c327efaefa87b68e95b7c0bafd31,DCRat,exe
92598fd7f0d08b6ed7534573448bb262091b178cb63b436e399a6a1b04596e65,DCRat,exe
b5507c0876b636624bb193212240bc4beb5e4570cfe2790394280cc1b840d478,DCRat,exe
128f0268f56929b273a39926e65462b7dd980d39e1a613465a765c191d9a9099,DCRat,exe
269ce57860dd8c1e869b5d84223808f07d15442eeefb569042fc1f788ed56e7a,DCRat,exe
786e0c6687efdcbd8df6d684cec5cda3b73aad0665d1f6695e79ea75ba72b9c8,DCRat,exe
8fa7c3818473d8a904cf5652a4fbd9ba96795a2e82b8f189d870ddb9a172353e,DCRat,exe
947bf9d7c04554915b4c68b1152afeff923fcd74ab718e9c63a603fe48a7cd1e,DCRat,exe
99b6cd32cc25ea611de1e0fe5d5b22b201a7e885da87ef1031988dc50986b562,DCRat,exe
88bb1409142736abbcf6e6c28c1b6ede2fb286dcc2c9aadbace50f54a6c45d5b,DCRat,exe
223733ec708531603b51bf10fc3126cb4dfd47f4aaada4a75acd168eb06b9d50,DCRat,exe
f6c1c1181b5c2f5a0f55544b9252c7ebe9102456c8307ef883cd201b0f840711,DCRat,exe
3e4552c5cf58e0f6b66d1504465a9895f42bf54a1b82cbe91a479971469ec2dc,DCRat,exe
07298425bee226d4d690426615379577339bfab3fec6c69baf2855c16b224430,DCRat,exe
d215719dfe941d851cd23344f229bf64c7a50994b334c891ce15b127ef433510,DCRat,exe
4d848fea50957af3d27e074433858402fd2bf9d61ad0ee532e0416fdb4a9f6a5,DCRat,exe
1b85830a054e28f28336d16a2ee6158944fac131c9529afc37bbdd19252e2b45,DCRat,exe
c1307b6552f49149edaeba50fc282fee96bce85985847fc8280c3f92206968e3,DCRat,exe
91101f9726a0539d7084d2cc4bd6fd9087f38e41edb3cf3db74551658650dc18,DCRat,exe
165b1c1b49febea0873894eeb6c808170943d02da8cb7fc3fffa636528b339b2,DCRat,exe
e31f76e7935eae990cc580dd463b057d8d8259c04156f8c9b8fb374b42e43a85,DCRat,exe
938743ca619fae52348a4908e7b112c0c8ec9bc9e4cbc2018fff85a7abc709b8,DCRat,exe
1ca676cf77bf3d8d1f69b16016a3f722d501072c5d4111ddd8e0c96dc6a23608,DCRat,exe
293e17c6d9ba1a21c6df2ffa65090605ad7cf9ec932525156f70470a574780fd,DCRat,exe
53473fb59509bf2f5ee0022bfc20f20e66165c40ac8416a9321618de11de559d,DCRat,exe
66112715198d24f63a299bd8074989cfefcd45a3c1c985a75e438f66d4ec0165,DCRat,exe
b24fbb855013caedee3ba35cbd5567ecfc66cc2f89c0b50799f6ade0812c31a3,DCRat,exe
a3e2ebe61e67d7a688d085bf0e151a54bedb286db63b3b599d10bbf218efcf2d,DCRat,exe
45bf0ce8cfa46597f7466afaa64a91426305660170113af7ea6f6387cf2b0e38,DCRat,exe
1888f46e4b458671359f8006b57d8e2b9fe94c2ce08b8d33f7910947ccf43bb7,DCRat,exe
d2d8c3e06c399369792c86c59db008d6c7b6c474041f90e79ec1e19dcd49a3fe,DCRat,exe
aaded591ef03e4240cb99b86eeb6f7cb0b862580690dd67d6171a8834558f93c,DCRat,exe
e27612b8fcea6e08c9f6fb9139744475affba0a2381d47ae20a7c93a39ef8ec4,DCRat,exe
0ab7e57a2c44eac46da853a2bc29149d4a0474528a211d3ab57b72f5b2ac68dd,DCRat,exe
86b5759ae419ebc332bd106d5fe4710585c1049a399022e680d0a4484b79af8c,DCRat,exe
5270663410266dd8d172b3232365fe4127979342f96d78cfa8a020b9862ed22d,DCRat,exe
1a1aad011a7b2f4db94fd1749260fda06e91c639c45835233e769612b50e2ce1,DCRat,exe
180555e4cadadd6a56bd7fff0b068dbc77070a996e6b3b624ae64a4f5d535d4e,DCRat,exe
f5d7a1d938d5c1e28a93b42ce1c8e615aad3b6f3c18197f0b0a8576954572a04,DCRat,exe
9dd8f8fa41fb24f9525b2f6d6def5c95c316ee6654b23a83a963d889fcb5d323,DCRat,exe
7e1ddc85e590fb78e99330fb3ae333777794de8013c5436bb7b1bb4b2d3dd54d,DCRat,exe
7d8f5c1fd340e6ba008bb376f2356b14b4abb2243283ea2eff91d6bf9338509f,DCRat,exe
0c18f05173848fa221931c19fbbb231bcb8f2e20083187fb01ed6a468f4ec959,DCRat,exe
2bde6786b2837e12bed22cd99f9f83fa1cb4623163e2e38c6792821246d31362,DCRat,exe
722f00dd58b96c7f2561af562aa921bfc6c439a23fd769e5885d6affdae6faa9,DCRat,exe
ea5bf6fd34986ea7ce7e9f9207742a2dad04700f23e25d2e3a861315503f8a2a,njrat,exe
13dd71dc712256f0bf365439e1b814f17347f5fa797577801afd5bc334349532,njrat,exe
88a2c9db752d0474d3acae63d3a5c7059051460c588142ee8d0769d9765ddc18,njrat,exe
e8c84a21131672927104f8a91d1062a71351e97e3052dd1d3ca04b7b73b6e37e,njrat,exe
afd4b76a1c8586d6c9ceeeca30bca4a00778b097a957890c5dbafd76ae8bf918,njrat,exe
d942110faacaa112adf64b854daa1381da74a91f4f5790ca710c9e082fc98151,njrat,exe
40c9663ae7ffad4448bef4976cc1458253420eddc8b816ea38dbe3df30795301,njrat,exe
402c40bfac55e78f3f04b4a4c8dabd0c3ec576da95e2d932e051a0781ab7032f,njrat,exe
128812f42943671813f412898819f32160670cd9f8cee5aa1dfffacbcec2a03e,njrat,exe
ba3ae937bd1d826fe270ea22b138974749aef0401d1c51a746a4c5e7cc382db7,njrat,exe
dd93fbccfaf0441c1bfb0c43cdae16b4b594fdcb20e23e683f04cd238753bcbc,njrat,exe
176391a93111502bc7f5a02ab8441d2308ed59a9c4503e4d34907f9055480ab0,njrat,exe
000f85d150af662ada1c4e9208c783ccaaf7283134bce5ff99723d07b3deb90c,njrat,exe
33657bbc3062e52c00430069482bd6075b8d5c3b1f70affb8755b4d7a3d082cd,njrat,exe
43f8759b645306ae5a89ed8643d774648fc348a3aa6a0f8f4b0aa929ec203440,njrat,exe
accadfe65231c7dea9502fc93f84a57550d9d814ca99d5ebcc8822dfba5556aa,njrat,exe
7344ca2be06c797df34455ad4b35bb13278be54ee1ef969487bbd2ed79cdcdf6,njrat,exe
379e6cb508ab23ca6511d455a4afb0fc19365d97d865eae48cf8ed581cf58018,njrat,exe
ee37453b402211e083a686103904cbd5ef94f884ead23766ed8855cb1591bad8,njrat,exe
4fae5a36b111535ffb0b3d0ceda61556b6bafec8e20c742c8c5902dd54620f46,njrat,exe
cafafa6e44ae28fbbd219a8cd26d487d50c2910409c8d9854d937f137e458fdd,njrat,exe
b895b13fe9541d946ac4a48d0f4d69733f814e7f5729264c2546844bec03152f,njrat,exe
4205d7fb94e2f9896e18546305528a7edc46766ce9d220200b3e4d82228f463e,njrat,exe
1c0f7391596f096adaacc5d71a47ff47580f70c51b98603ccc9c800f1247fca6,njrat,exe
d33bc5562efd56b00f113b3ab4e63a1cda9e675a8b96aaf8d5f68457985345a7,njrat,exe
90d4826fc5e132f29e7faccd5f86eda124fa1f16fd1c1dffe090c985b369d496,njrat,exe
309ec9ea0e7c9580b181da9c4c87dfce070912789b6e25596f85e814292daf28,njrat,exe
9e17dde3e5e3e42df2ce8cda96f127fe1a50f84af67884153c20e041b8fb4a7d,njrat,exe
c28cd2941ed3b70c5d241967b1fb5a76c5550187127375708bef1c298dac1216,njrat,exe
667f1f97d015b53c367e228ccef93007fe58300260598afcc85ced93854159c9,njrat,exe
a998e142ad51d807c2aee6d835e12d494afc93f402559f7bbe0a3b18310f4652,njrat,exe
47d7b42aab30724bf3a1606435a45aeef2dd24ce8e9d6068cf3e2d859a7ad65f,njrat,exe
76c804b973ff4a132220ec7fdec34400e8365effdd9fcd84bfeb71cf2bba1448,njrat,exe
f7352bc1213a3464d7abb529acfdfb8a6e272e77a8e8f88236ca70192635d02d,njrat,exe
397a21465c3a7489bf6b5322732e174cd31874de18dec638d3ebc5bda0362004,njrat,exe
c4f1ee7a8892d17270053520167f3861c36e0c36a07968e79fd407f3c30fa7fd,njrat,exe
5351806e16036f24f03effaa8918cfe998261fe26502c666e493009ba437e864,njrat,exe
37583d1fa739505aa8918110340d06fa4cd5660be5e6b5e4c2999d8b57951209,njrat,exe
def3fe8d07d5370ac6e105b1a7872c77e193b4b39a6e1cc9cfc815a36e909904,Akira,exe
fe9ce5213926fe31b6d7f6f9411ecbad6e088f122b2d33d4ceb54410ccf8182f,Akira,exe
fe210ab25c1e0f651a93f0f4c5f64091e0e3d45ba80924d9c5dca8339dd3024b,Akira,exe
636feebdc134785412571bf29231038768c81ddee60ddd15e7d928754011f898,Akira,exe
06c2a137c31aae5d02b4d7df61ffd31f1af9a9e59978f15b3f7265cc751bff1f,Akira,exe
fc2b499708b2d20545c140906b0484546c8b3ff21341b8a5acd18f2063fa2bb5,Akira,exe
6e1c3a2825b9121f4553114b9500f41de6bcf38a2aa42f87dbe789b993dbade7,Akira,exe
aa1f4e8e7066b57f594ebed05e931932277c35495ba407f1f97675c6ce4be5cc,Akira,exe
d7959a93b70f0a1bb25c08da1f2ff2298e3e6934e7829e5ed148ab8565f59572,Akira,exe
c8c7515ca777b92b6f6a355e0ff5d0f4f712bb13d6d5735789a09fc3ed7de8fa,Akira,exe
cb9d4202d4f495091a046b7fc3fdaa9306343b8402b741a45e3add7cafc95eee,Akira,exe
4afda03ddeb1c62a1f87765ea383f920621134c3f6362959cb9993c24752fcb0,Akira,exe
2a9257c6c74e37d051f78ed5abaa620b71b27fa3604798af077256a128d911bb,Akira,exe
2afafaf2823e9918d17cdca28648ec94e4d7eabf95b936342456a75be0a1a658,Akira,exe
